search_term,organization_type,handle,display_name,description,follower_count,following_count,posts_count,search_date
Francis Crick Institute,research_org,boothicus.bsky.social,Tom Booth,"Bioarchaeologist. Amateur Scarecrow.

Ancient DNA Lab @ The Francis Crick Institute",0,0,0,2024-10-20
Francis Crick Institute,research_org,thecrick.bsky.social,The Francis Crick Institute,"We're the Crick, a biomedical research lab working to figure out how life works.

Home to some of the world's most talented scientists and a free public exhibition space.

https://www.crick.ac.uk/",0,0,0,2024-10-20
Francis Crick Institute,research_org,simonbayly.bsky.social,Simon Bayly,Reformed chemist 👨‍🔬 IP licensing and spinouts at the Francis Crick Institute. Also tweet about bicycles 🚲 Opinion my own etc.,0,0,0,2024-10-20
Francis Crick Institute,research_org,martinjones.bsky.social,Martin Jones,"Ex-physicist in a biology institute, working on image analysis and building new hardware at the Francis Crick Institute",0,0,0,2024-10-20
