search_term,organization_type,handle,display_name,description,follower_count,following_count,posts_count,search_date
Loughborough University,university,daleesliger.bsky.social,Dale Esliger [Mirage Against the Machine],"Digital Health Researcher, Loughborough University, School of Sport, Exercise & Health Sciences.  Interested in sensors/wearables, digital biomarkers, exercise medicine, clinical exercise physiology, physical activity, higher education, and innovation.",0,0,0,2024-10-20
Loughborough University,university,christiesteve.bsky.social,Steve Christie,"A-PVC (Doctoral College)
Professor of Chemical Technologies
Loughborough University, UK",0,0,0,2024-10-20
Loughborough University,university,paula-saukko.bsky.social,Paula Saukko,"Prof at Loughborough University. Digital media, eating disorders, Sociology among others",0,0,0,2024-10-20
Loughborough University,university,carmemsaito.bsky.social,Carmem Saito,"PhD Researcher ✂︎ technologies of fashion consumption | AHRC Technē | Loughborough University London

she/ela/sie

carmem-s.github.io",0,0,0,2024-10-20
Loughborough University,university,steverothberg.bsky.social,Steve Rothberg,"Husband, Dad, academic, transplant recipient, immigrant stock, slow runner, Man City fan, Alfista. Provost & Deputy VC at Manchester Metropolitan University. Eyam and Loughborough. He/him",0,0,0,2024-10-20
Loughborough University,university,driro.bsky.social,Iro Xenidou-Dervou,Academic at Loughborough University ,0,0,0,2024-10-20
Loughborough University,university,drepetherick.bsky.social,Emily Petherick,"Senior Lecturer in Epidemiology & Biostatistics, SSEHS, Loughborough University ",0,0,0,2024-10-20
Loughborough University,university,o3c.bsky.social,O3C,"The Online Civic Culture Centre in the Department of Communication and Media at Loughborough University. Established February 2018. 
Director: @profchadwick.bsky.social
Web: https://www.lboro.ac.uk/research/online-civic-culture-centre",0,0,0,2024-10-20
Loughborough University,university,alistairkidd.bsky.social,Alistair Kidd,Doctoral Researcher @ Loughborough University. Investigating disinformation surrounding the Russia-Ukraine war.,0,0,0,2024-10-20
Loughborough University,university,wvmierlo.zirk.us.ap.brid.gy,Wim Van Mierlo,"Senior Lecturer in English at Loughborough University.
President of the European Society for Textual Scholarship.
Author of James Joyce and Cultural Genetics: The […] 

[bridged from https://zirk.us/@wvmierlo on the fediverse by https://fed.brid.gy/ ]",0,0,0,2024-10-20
Loughborough University,university,witewulf.mastodonapp.uk.ap.brid.gy,Gary Parker,"Chaotic Neutral↣Lawful Evil depending on caffeine intake. Sometimes a bit snarky. Does telecoms and networks at Loughborough University for $dayjob. Obsessive […]

[bridged from https://mastodonapp.uk/@witewulf on the fediverse by https://fed.brid.gy/ ]",0,0,0,2024-10-20
Loughborough University,university,lukegarrod.bsky.social,Luke Garrod,Senior Lecturer in (Industrial) Economics at Loughborough University. Norwich City FC supporter. Cricket lover. Humanist. Husband. Father of two.,0,0,0,2024-10-20
Loughborough University,university,johnrtobin.bsky.social,John Tobin,Doctoral Researcher at Loughborough University's Storytelling Academy,0,0,0,2024-10-20
Loughborough University,university,hugolf.bsky.social,Hugues (Hugo) Lortie-Forgues,"Work at Loughborough University, UK.",0,0,0,2024-10-20
Loughborough University,university,sampoxon.bsky.social,Sam Poxon,"PhD student | Loughborough University and CENTA DTP.

Remote Sensing | Dust | Aeolian Geomorphology | GIS.

https://www.lboro.ac.uk/subjects/geography-environment/staff/sam-poxon/",0,0,0,2024-10-20
