search_term,organization_type,handle,display_name,description,follower_count,following_count,posts_count,search_date
University of Edinburgh,university,astroroyalscot.bsky.social,Astronomer Royal for Scotland | Catherine Heymans,"Astronomer Royal for Scotland, Professor of Astrophysics, Edinburgh University. Director of the German Centre for Cosmological Lensing, RUB. #LongCovid",0,0,0,2024-10-20
