search_term,organization_type,handle,display_name,description,follower_count,following_count,posts_count,search_date
British Academy,funding_org,hetanshah.bsky.social,Hetan Shah,"Chief Executive, The British Academy
Chair, Our World in Data
Board, National Audit Office 
Visiting Professor, Kings College London
Fellow, Birkbeck College
Advisory board, Resolution Foundation; Bennett Institute; UCL Policy Lab 
My own views",0,0,0,2024-10-20
British Academy,funding_org,pslewis.bsky.social,Philip Lewis,"Head of Global Strategy, Policy & Engagement at The British Academy. Previously at the European Parliament and the UK House of Lords. ",0,0,0,2024-10-20
British Academy,funding_org,nomiclairelazar.bsky.social,Nomi Claire Lazar,"Professeure Titulaire, Legal / Political Theory uOttawa GSPIA
Books:on Time & Politics (YaleUP); 
on States of Emergency (CambridgeUP)
Co-Lead, British Academy Global Convening
Crisis, Constitutions, Elections, Apocalypse, Extremism
www.nomiclairelazar.com",0,0,0,2024-10-20
